idx,dataset,example_id,prompt_id,source,subject,question_number,prompt,question,choice_a,choice_b,choice_c,choice_d,answer,gold_passage,gold_idx
mbe_760,mbe,760,539,1991-July,EVIDENCE,10,,"In an automobile negligence action by Popkin against Dwyer, Juilliard testified for Popkin. Dwyer later called Watts, who testified that Juilliard's reputation for truthfulness was bad. On cross-examination of Watts, Popkin's counsel asks, ""Isn't it a fact that when you bought your new car last year, you made a false affidavit to escape paying the sales tax?"" This question is","proper, because it will indicate Watts's standard of judgment as to reputation for truthfulness.","proper, because it bears on Watts's credibility.","improper, because character cannot be proved by specific instances of conduct.","improper, because one cannot impeach an impeaching witness.",B,"Credibility determinations are to be made by the jury. “The courts of this State have long adhered to the cardinal principle that ‘[i]t is within the sole and exclusive province of the jury to determine the credibility of the testimony of a witness.’ ” Rodriguez v. Wal-Mart Stores, 449 N.J. Super. 577, 590, 159 A.3d 914 (App. Div. 2017) (quoting State v. Vandeweaghe, 351 N.J. Super. 467, 481, 799 A.2d 1 (App. Div. 2002), aff'd, 177 N.J. 229, 827 A.2d 1028 (2003) ), certif. granted, 230 N.J. 584, 170 A.3d 351 (2017). “[T]he jury is charged with making credibility determinations based on ordinary experiences of life and common knowledge about human nature, as well as upon observations of the demeanor and character of the witness.” Ibid. (citing State v. Jamerson, 153 N.J. 318, 341, 708 A.2d 1183 (1998) ). For these reasons, courts “do not allow one witness to comment upon the veracity of another witness.” Vandeweaghe, 351 N.J. Super. at 481-82, 799 A.2d 1. “This prohibition applies even if the witness proffered to render such a credibility opinion is an expert.” Rodriguez, 449 N.J. Super. at 591, 159 A.3d 914.",mbe_590
mbe_761,mbe,761,540,1991-July,TORTS,11,,"David built in his backyard a garage that encroached two feet across the property line onto property owned by his neighbor, Prudence. Thereafter, David sold his property to Drake. Prudence was unaware, prior to David's sale to Drake, of the encroachment of the garage onto her property. When she thereafter learned of the encroachment, she sued David for damages for trespass. In this action, will Prudence prevail?","No, unless David was aware of the encroachment when the garage was built.","No, because David no longer owns or possesses the garage.","Yes, because David knew where the garage was located, whether or not he knew where the property line was.","Yes, unless Drake was aware of the encroachment when he purchased the property.",C,"We have defined a trespasser as “one who goes upon the property or premises of another without invitation, express or implied, and does so out of curiosity, or for his own purpose or convenience, and not in the performance of any duty to the owner.” Syl. pt. 1, Huffman v. Appalachian Power Co., 187 W.Va. 1, 415 S.E.2d 145 (1991). As Justice Starcher once noted, “a landowner doesn't owe a trespasser the time of day.” Self v. Queen, 199 W. Va. 637, 642, 487 S.E.2d 295, 300 (1997) (Starcher, J., concurring). “Reasonable care does not require actions to protect or warn visitors whose coming is not known or reasonably foreseeable. Since trespassers ... are often unforeseeable visitors, the standard of reasonable care under the circumstances will not often result in any new liability.” Dan B. Dobbs, et al., The Law of Torts § 278 (2nd ed. 2015).",mbe_591
mbe_762,mbe,762,541,1991-July,EVIDENCE,12,,"Poole sued Darrel for unlawfully using Poole's idea for an animal robot as a character in Darrel's science fiction movie. Darrel admitted that he had received a model of an animal robot from Poole, but he denied that it had any substantial similarity to the movie character. After the model had been returned to Poole, Poole destroyed it. In order for Poole to testify to the appearance of the model, Poole",must show that he did not destroy the model in bad faith.,must give advance notice of his intent to introduce the oral testimony.,must introduce a photograph of the model if one exists.,"need do none of the above, because the ""best evidence rule"" applies only to writings, recordings, and photographs.",D,"The best evidence rule provides that, where the contents of a document are to be proved, the party must either produce the original or show a sufficient excuse for its nonproduction.” Commonwealth v. Ocasio, 434 Mass. 1, 6, 746 N.E.2d 469 (2001). See Mass. G. Evid. § 1002. ",mbe_592
mbe_763,mbe,763,542,1991-July,REAL PROP.,13,,"Lanny, the owner of Whiteacre in fee simple, leased Whiteacre to Teri for a term of ten years by properly executed written instrument. The lease was promptly and properly recorded. It contained an option for Teri to purchase Whiteacre by tendering $250,000 as purchase price any time ""during the term of this lease."" One year later, Teri, by a properly executed written instrument, purported to assign the option to Oscar, expressly retaining all of the remaining term of the lease. The instrument of assignment was promptly and properly recorded. Two years later, Lanny contracted to sell Whiteacre to Jones and to convey a marketable title ""subject to the rights of Teri under her lease."" Jones refused to close because of the outstanding option assigned to Oscar. Lanny brought an appropriate action against Jones for specific performance. If judgment is rendered in favor of Lanny, it will be because the relevant jurisdiction has adopted a rule on a key issue as to which various state courts have split. Which of the following identifies the determinative rule or doctrine upon which the split occurs, and states the position favorable to Lanny?","In a contract to buy, any form of ""subject to a lease"" clause that fails to mention expressly an existing option means that the seller is agreeing to sell free and clear of any option originally included in the lease.",Marketable title can be conveyed so long as any outstanding option not mentioned in the purchase contract has not yet been exercised.,Options to purchase by lessees are subject to the Rule Against Perpetuities.,Options to purchase contained in a lease cannot be assigned separately from the lease.,D,"“ ‘An option in a lease, which gives the lessee the right to purchase the leased premises at any time before the expiration of the lease, is a continuing offer to sell on the terms set forth in the option, and may not be withdrawn by the lessor within the time limited. The lease is a sufficient consideration to support specific performance of the option to purchase granted therein.’ ” Reynolds v. Earley, 241 N.C. 521, 526, 85 S.E.2d 904, 907–08 (1955) (quoting Crotts v. Thomas, 226 N.C. 385, 387, 38 S.E.2d 158, 159 (1946)). It follows from this rule that termination of the lease terminates the option to purchase, but, where the lease is still in effect, the option to purchase is still valid. Indeed, the lease in the instant case indicates that the option is valid “during the term of the lease.” Thus, we must determine whether the lease was still valid when plaintiff attempted to exercise his option to purchase by letter dated 24 April 1998.",mbe_593
mbe_764,mbe,764,543,1991-July,TORTS,14,,"Daniel and a group of his friends are fanatical basketball fans who regularly meet at each others' homes to watch basketball games on television. Some of the group are fans of team A, and others are fans of team B. When the group has watched televised games between these two teams, fights sometimes have broken out among the group. Despite this fact, Daniel invited the group to his home to watch a championship game between teams A and B. During the game, Daniel's guests became rowdy and antagonistic. Fearing that they would begin to fight, and that a fight would damage his possessions, Daniel asked his guests to leave. They refused to go and soon began to fight. Daniel called the police, and Officer was sent to Daniel's home. Officer sustained a broken nose in his efforts to stop the fighting. Officer brought an action against Daniel alleging that Daniel was negligent in inviting the group to his house to watch this championship game. Daniel has moved to dismiss the complaint. The best argument in support of this motion would be that",a rescuer injured while attempting to avert a danger cannot recover damages from the endangered person.,a police officer is not entitled to a recovery based upon the negligent conduct that created the need for the officer's professional intervention.,"as a matter of law, Daniel's conduct was not the proximate cause of Officer's injury.","Daniel did not owe Officer a duty to use reasonable care, because Officer was a mere licensee on Daniel's property.",B,"The firefighter's rule bars a police officer or firefighter from asserting a cause of action to recover damages for common-law negligence “where the performance of the police officer's or firefighter's duties increased the risk of the injury happening, and did not merely furnish the occasion for the injury” (Zanghi v. Niagara Frontier Transp. Commn., 85 N.Y.2d 423, 439, 626 N.Y.S.2d 23, 649 N.E.2d 1167; Byrnes v. City of New York, 249 A.D.2d 352, 671 N.Y.S.2d 483). *499 Recovery for damages for common-law negligence is precluded “where some act taken in furtherance of a specific police or firefighting function exposed the officer to a heightened risk of sustaining the particular injury” (Zanghi v. Niagara Frontier Transp. Commn., supra, at 439, 626 N.Y.S.2d 23, 649 N.E.2d 1167; Byrnes v. City of New York, supra, at 352, 671 N.Y.S.2d 483). Here, the plaintiff, who was a New York City Police Officer, was issuing a parking citation to an illegally-parked car when she fell because of a defect in a sidewalk. Common-law recovery is barred since the injury occurred while she was performing an act taken in “furtherance of a specific police * * * function [which] exposed [her] to a heightened risk of sustaining the particular injury” (Zanghi v. Niagara Frontier Transp. Commn., supra, at 439, 626 N.Y.S.2d 23, 649 N.E.2d 1167; Byrnes v. City of New York, supra, at 353, 671 N.Y.S.2d 483; cf., Olson v. City of New York, 233 A.D.2d 488, 650 N.Y.S.2d 291).",mbe_594
mbe_769,mbe,769,547,1991-July,CRIM. LAW,19,,"Jones wanted to kill Adams because he believed Adams was having an affair with Jones's wife. Early one morning, armed with a pistol, he crouched behind some bushes on a park hillside overlooking a path upon which Adams frequently jogged. On this morning, however, Jones saw Adams jogging on another path about a half mile away. Nonetheless, Jones fired five shots at Adams. None of the five shots came anywhere close to Adams as he was well out of the range of the pistol Jones was using. Jones is","guilty of attempted murder, if he was not aware of the limited range of his pistol.","guilty of attempted murder, if a reasonable person would not have been aware of the limited range of his pistol.","not guilty of attempted murder, or any lesser included offense, because, under the circumstances, it was impossible for him to have killed Adams.","not guilty of attempted murder, but guilty of assault.",A,The essential elements of attempted murder are that (1) the defendant (2) knowingly or intentionally (3) engaged in conduct that constituted a substantial step (4) toward killing another human being.,mbe_595
mbe_770,mbe,770,548,1991-July,CONST. LAW,20,,"Widgets are manufactured wholly from raw materials mined and processed in the state of Green. The only two manufacturers of widgets in the United States are also located in that state. However, their widgets are purchased by retailers located in every state. The legislature of the state of Green is considering the adoption of a statute that would impose a tax solely on the manufacture of widgets. The tax is to be calculated at 3% of their wholesale value. Which of the following arguments would be LEAST helpful to the state in defending the constitutionality of this proposed state tax on widgets?",At the time widgets are manufactured and taxed they have not yet entered the channels of interstate commerce.,"The economic impact of this tax will be passed on to both in-state and out-ofstate purchasers of widgets and, therefore, it is wholly nondiscriminatory in its effect.","Because of the powers reserved to them by the Tenth Amendment, states have plenary authority to construct their tax system in any manner they choose.","A tax on the manufacture of widgets may be imposed only by the state in which the manufacturing occurs and, therefore, it is not likely to create the danger of a multiple tax burden on interstate commerce",C,"Where Congress fails to legislate on a matter concerning interstate commerce, the courts recognize “that a dormant implication of the Commerce Clause prohibits state ... regulation ... that discriminates against or unduly burdens interstate commerce and thereby imped[es] free private trade in the national marketplace.” R & M Oil & Supply, Inc. v. Saunders, 307 F.3d 731, 734 (8th Cir.2002) (internal citations and quotations omitted).
*942 A statute may violate the dormant Commerce Clause in one of three ways: (1) the statute clearly discriminates against interstate commerce in favor of in-state commerce, Jones v. Gale, 470 F.3d 1261, 1267 (8th Cir.2006); (2) it imposes a burden on interstate commerce that outweighs any benefits received, Pike v. Bruce Church, Inc., 397 U.S. 137, 142, 90 S.Ct. 844, 25 L.Ed.2d 174 (1970); or (3) it has the practical effect of extraterritorial control of interstate commerce, see Healy v. Beer Inst., 491 U.S. 324, 336, 109 S.Ct. 2491, 105 L.Ed.2d 275 (1989).",mbe_596
mbe_771,mbe,771,549,1991-July,REAL PROP.,21,,"Blackacre is a large tract of land owned by a religious order known as The Seekers. On Blackacre, The Seekers erected a large residential building where its members reside. Blackacre is surrounded by rural residential properties and its only access to a public way is afforded by an easement over a strip of land 30 feet wide. The easement was granted to The Seekers by deed from Sally, the owner of one of the adjacent residential properties. The Seekers built a driveway on the strip, and the easement was used for 20 years without incident or objection. Last year, as permitted by the applicable zoning ordinance, The Seekers constructed a 200-bed nursing home and a parking lot on Blackacre, using all of Blackacre that was available for such development. The nursing home was very successful, and on Sundays visitors to the nursing home overflowed the parking facilities on Blackacre and parked all along the driveway from early in the morning through the evening hours. After two Sundays of the resulting congestion and inconvenience, Sally erected a barrier across the driveway on Sundays preventing any use of the driveway by anyone seeking access to Blackacre. The Seekers objected. Sally brought an appropriate action to terminate the easement. The most likely result in this action is that the court will hold for","Sally, because The Seekers excessively expanded the use of the dominant tenement.","Sally, because the parking on the driveway exceeded the scope of the easement.","The Seekers, because expanded use of the easement does not terminate the easement.","The Seekers, because Sally's use of selfhelp denies her the right to equitable relief.",C,"An easement is a grant of only limited use of the land. Crane Hollow, Inc. v. Marathon Ashland Pipeline, LLC, 138 Ohio App.3d 57, 66, 740 N.E.2d 328 (2000), citations deleted. When interpreting the terms of a written easement, the court must follow the ordinary rules of contract construction so as to carry out the intent of the parties as demonstrated by the language in the contract. Lakewood Homes v. BP Oil, Inc. 11th District No. 5–98–29, 1999–Ohio–851 citing Skivoloski v. East Ohio Gas Company, 38 Ohio St.2d 244, 313 N.E.2d 374 (1974), syllabus, paragraph one. If the question is the scope of an easement, the court must look to the language of the easement to determine the extent. If there is no specific delineation of the easement, or if the document is ambiguous, then the court must look to the surrounding circumstances in order to determine the intent of the parties. Murray v. Lyon, 95 Ohio App.3d 215, 219, 642 N.E.2d 41 (1994). The language of the easement, coupled with the surrounding circumstances, is the best indication of the extent and limitations of the easement. Apel v. Katz, 83 Ohio St.3d 11, 17, 1998–Ohio420, 697 N.E.2d 600. In a case where the language of an easement is ambiguous, the use of the easement can be extended if the court finds the parties intended to allow an extension at the time they entered into the easement agreement. Cortland United Methodist Church v. Knowles, 11th District No. 2006–T–0110, 2007–Ohio–3383. Otherwise a court must determine whether an increased use or expansion unreasonably burdens the servient estate. Anspach v. Madden, 6th District No. S–84–40, 1985 WL 8215 (November 1, 1985).",mbe_597
mbe_772,mbe,772,550,1991-July,REAL PROP.,23,,"Three months ago, Bert agreed in writing to buy Sam's single-family residence, Liveacre, for $110,000. Bert paid Sam a $5,000 deposit to be applied to the purchase price. The contract stated that Sam had the right at his option to retain the deposit as liquidated damages in the event of Bert's default. The closing was to have taken place last week. Six weeks ago, Bert was notified by his employer that he was to be transferred to another job 1,000 miles away. Bert immediately notified Sam that he could not close, and therefore he demanded the return of his $5,000. Sam refused, waited until after the contract closing date, listed with a broker, and then conveyed Liveacre for $108,000 to Conner, a purchaser found by the real estate broker. Conner paid the full purchase price and immediately recorded his deed. Conner knew of the prior contract with Bert. In an appropriate action, Bert seeks to recover the $5,000 deposit from Sam. The most probable result will be that Sam","must return the $5,000 to Bert, because Sam can no longer carry out his contract with Bert.","must return the $5,000 to Bert, because Bert was legally justified in not completing the contract.","must return $3,000 to Bert, because Sam's damages were only $2,000.","may keep the $5,000 deposit, because Bert breached the contract.",D,"To prevail in a breach of contract action, a plaintiff must prove: (1) a valid contract existed; (2) a material breach of the contract; and (3) damages. See Murciano v. Garcia, 958 So.2d 423 (Fla. 3d DCA 2007). Deauville contends that because the contract allowed it to reassign a space as needed and because “function space” was not defined as the Richelieu ballroom, the hotel did not breach the contract when it unilaterally moved the Wards' reception to the lobby of the hotel. Deauville's reading of the contract is an incomplete one.",mbe_598
mbe_773,mbe,773,551,1991-July,CONTRACTS,24,,"Rollem, an automobile retailer, had an adult daughter, Betsy, who needed a car in her employment but had only $3,000 with which to buy one. Rollem wrote to her, ""Give me your $3,000 and I'll give you the car on our lot that we have been using as a demonstrator."" Betsy thanked her father and paid him the $3,000. As both Rollem and Betsy knew, the demonstrator was reasonably worth $10,000. After Betsy had paid the $3,000, but before the car had been delivered to her, one of Rollem's sales staff sold and delivered the same car to a customer for $10,000. Neither the salesperson nor the customer was aware of the transaction between Rollem and Betsy. Does Betsy, after rejecting a tendered return of the $3,000 by Rollem, have an action against him for breach of contract?","Yes, because Rollem's promise was supported by bargained-for consideration.","Yes, because Rollem's promise was supported by the moral obligation a father owes his child as to the necessities of modern life.","No, because the payment of $3,000 was inadequate consideration to support Rollem's promise.","No, because the salesperson's delivery of the car to the customer made it impossible for Rollem to perform.",A,"Consideration, meaning that which is bargained for and given in exchange for a promise, is a necessary element of a binding contract, and the absence of consideration precludes the formation of a valid contract.” Harvest Land Co-Op, Inc. v. Hora, 2d Dist. Montgomery No. 25068, 2012-Ohio-5915, 2012 WL 6554728, ¶ 14, citing 17 Ohio Jurisprudence 3d, Contracts, Section 39. ",mbe_599
mbe_774,mbe,774,552,1991-July,TORTS,25,,"Peter, who was 20 years old, purchased a new, high-powered sports car that was marketed with an intended and recognized appeal to youthful drivers. The car was designed with the capability to attain speeds in excess of 100 miles per hour. It was equipped with tires designed and tested only for a maximum safe speed of 85 miles per hour. The owner's manual that came with the car stated that ""continuous driving over 90 miles per hour requires high-speed-capability tires,"" but the manual did not describe the speed capability of the tires sold with the car. Peter took his new car out for a spin on a straight, smooth country road where the posted speed limit was 55 miles per hour. Intending to test the car's power, he drove for a considerable distance at over 100 miles per hour. While he was doing so, the tread separated from the left rear tire, causing the car to leave the road and hit a tree. Peter sustained severe injuries. Peter has brought a strict product liability action in tort against the manufacturer of the car. You should assume that pure comparative fault principles apply to this case. Will Peter prevail?","No, because Peter's driving at an excessive speed constituted a misuse of the car.","No, because the car was not defective.","Yes, if the statement in the manual concerning the tires did not adequately warn of the danger of high-speed driving on the tires mounted on the car.","Yes, unless Peter's driving at a speed in excess of the posted speed limit was negligence per se that, by the law of the jurisdiction, was not excusable.",C,"The elements of a claim for failure to warn based in negligence are: (1) the defendant designed the product at issue; (2) the product did not contain an adequate warning of the alleged defect or hazard; (3) the defendant failed to use ordinary care to warn of the risk of harm from the alleged defect or hazard; and (4) as a direct result of the defendant's failure to adequately warn, the plaintiff sustained damage. MAI 25.09.",mbe_600
mbe_775,mbe,775,553,1991-July,EVIDENCE,26,,"In a federal court diversity action by Plant against Decord on an insurance claim, a question arose whether the court should apply a presumption that, where both husband and wife were killed in a common accident, the husband died last. Whether this presumption should be applied is to be determined according to",traditional common law.,federal statutory law.,the law of the state whose substantive law is applied.,the federal common law.,C,"the principal location of the insured risk determines which state's law applies when an insurance contract is at issue, unless some other state has a more significant relationship to the transaction and the parties.",mbe_601
mbe_776,mbe,776,554,1991-July,CRIM. LAW,27,,"Plagued by neighborhood youths who had been stealing lawn furniture from his back yard, Armando remained awake nightly watching for them. One evening Armando heard noises in his backyard. He yelled out, warning intruders to leave. Receiving no answer, he fired a shotgun filled with nonlethal buckshot into bushes along his back fence where he believed the intruders might be hiding. A six-year-old child was hiding in the bushes and was struck in the eye by some of the pellets, causing loss of sight. If Armando is charged with second-degree assault, which is defined in the jurisdiction as ""maliciously causing serious physical injury to another,"" he is","not guilty, because the child was trespassing and he was using what he believed was nondeadly force.","not guilty, because he did not intend to kill or to cause serious physical injury.","guilty, because he recklessly caused serious physical injury.","guilty, because there is no privilege to use force against a person who is too young to be criminally responsible.",C,The elements in a second degree assault proceeding include (1) reckless infliction of (2) substantial bodily harm.,mbe_602
mbe_777,mbe,777,555,1991-July,CONST. LAW,28,,Twenty percent of the residents of Green City are members of minority racial groups. These residents are evenly distributed among the many different residential areas of the city. The five city council members of Green City are elected from five single-member electoral districts that are nearly equally populated. No candidate has ever been elected to the city council who was a member of a minority racial group. A group of citizens who are members of minority racial groups file suit in federal district court seeking a declaratory judgment that the single-member districts in Green City are unconstitutional. They claim that the single-member districting system in that city diminishes the ability of voters who are members of minority racial groups to affect the outcome of city elections. They seek an order from the court forcing the city to adopt an at-large election system in which the five candidates with the greatest vote totals would be elected to the city council. No state or federal statutes are applicable to the resolution of this suit. Which of the following constitutional provisions provides the most obvious basis for plaintiffs' claim in this suit?,The Thirteenth Amendment.,The due process clause of the Fourteenth Amendment.,The privileges and immunities clause of the Fourteenth Amendment.,The Fifteenth Amendment.,D,"The Court's early decisions under the Fifteenth Amendment established that it imposes but one limitation on the powers of the States. It forbids them to discriminate against Negroes in matters having to do with voting. See Ex parte **1497 Yarbrough, 110 U.S. 651, 665, 4 S.Ct. 152, 159, 28 L.Ed. 274; Neal v. Delaware, 103 U.S. 370, 389–390, 26 L.Ed. 567; United States v. Cruikshank, 92 U.S. 542, 555–556, 23 L.Ed. 588; United States v. Reese, 92 U.S. 214, 23 L.Ed. 563. The Amendment'scommand *62 and effect are wholly negative. “The Fifteenth Amendment does not confer the right of suffrage upon any one,” but has “invested the citizens of the United States with a new constitutional right which is within the protecting power of Congress. That right is exemption from discrimination in the exercise of the elective franchise on account of race, color, or previous condition of servitude.” Id., at 217–218.",mbe_603
mbe_780,mbe,780,558,1991-July,CONTRACTS,31,"Under the terms of a written contract, Karp agreed to construct for Manor a garage for $10,000. Nothing was said in the parties' negotiations or in the contract about progress payments during the course of the work.","For this question only, assume the following facts. After completing 25% of the garage strictly according to Manor's specifications, Karp demanded payment of $2,000 as a ""reasonable progress payment."" Manor refused, and Karp abandoned the job. If each party sues the other for breach of contract, which of the following will the court decide?","Both parties are in breach, and each is entitled to damages, if any, from the other.","Only Karp is in breach and liable for Manor's damages, if any.","Only Manor is in breach and liable for Karp's damages, if any.","Both parties took reasonable positions, and neither is in breach.",B,"A material breach of contract “is a non-performance of a duty that is so material and important as to justify the injured party in regarding the whole transaction as at an end.” *6 Jenkins, Inc. v. Walsh Bros., Inc., 2001 ME 98, ¶ 13, 776 A.2d 1229, 1234 (quotation marks omitted); see also Forrest Assocs. v. Passamaquoddy Tribe, 2000 ME 195, ¶ 9, 760 A.2d 1041, 1044 (stating that “whether a breach has occurred ... [is a] question [ ] of fact”). ",mbe_604
mbe_781,mbe,781,558,1991-July,CONTRACTS,32,"Under the terms of a written contract, Karp agreed to construct for Manor a garage for $10,000. Nothing was said in the parties' negotiations or in the contract about progress payments during the course of the work.","For this question only, assume the following facts. After completing 25% of the garage strictly according to Manor's specifications, Karp assigned his rights under the contract to Banquo as security for an $8,000 loan. Banquo immediately notified Manor of the assignment. Karp thereafter, without legal excuse, abandoned the job before it was half-complete. Karp subsequently defaulted on the loan from Banquo. Karp has no assets. It will cost Manor at least $8,000 to get the garage finished by another builder. If Banquo sues Manor for $8,000, which of the following will the court decide?","Banquo wins, because the Karp-Manor contract was in existence and Karp was not in breach when Banquo gave Manor notice of the assignment.","Banquo wins, because Banquo as a secured creditor over Karp is entitled to priority over Manor's unsecured claim against Karp.","Manor wins, because his right to recoupment on account of Karp's breach is available against Banquo as Karp's assignee.","Manor wins, because his claim against Karp arose prior to Karp's default on his loan from Banquo.",C," The assignee of rights under a contract stands in the shoes of the assignor and can assert any rights that the assignor could have asserted. Citimortgage, Inc. v. Barabas, 975 N.E.2d 805, 813 (Ind.2012). “A valid assignment gives the assignee neither greater nor lesser rights than those held by the assignor.” Indianapolis–Marion Cnty. Pub. Library v. Charlier Clark & Linard, PC, 929 N.E.2d 838, 848 (Ind.Ct.App.2010) (citation and quotation marks omitted), trans. denied.",mbe_605
mbe_783,mbe,783,560,1991-July,CONTRACTS,34,,"On June 1, Topline Wholesale, Inc., received a purchase-order form from Wonder-Good, Inc., a retailer and new customer, in which the latter ordered 1,000 anti-recoil widgets for delivery no later than August 30 at a delivered total price of $10,000, as quoted in Topline's current catalog. Both parties are merchants with respect to widgets of all types. On June 2, Topline mailed to Wonder-Good its own form, across the top of which Topline's president had written, ""We are pleased to accept your order."" This form contained the same terms as Wonder-Good's form except for an additional printed clause in Topline's form that provided for a maximum liability of $100 for any breach of contract by Topline. As of June 5, when Wonder-Good received Topline's acceptance form, which of the following is an accurate statement concerning the legal relationship between Topline and Wonder-Good?","There is no contract, because the liability-limitation clause in Topline's form is a material alteration of WonderGood's offer.","There is no contract, because WonderGood did not consent to the liabilitylimitation clause in Topline's form.","There is an enforceable contract whose terms include the liability-limitation clause in Topline's form, because liquidation of damages is expressly authorized by the Uniform Commercial Code.",There is an enforceable contract whose terms do not include the liabilitylimitation clause in Topline's form.,D," a material alteration will discharge a surety's obligations. See Vastine v. Bank of Dallas, 808 S.W.2d 463, 464–65 (Tex.1991). Because a material alteration is an affirmative defense, the burden is on the surety to demonstrate that a material alteration occurred. See Sonne v. Federal Deposit Ins. Corp., 881 S.W.2d 789, 793 (Tex.App.—Houston [14th Dist.] 1994, writ denied) (citing Federal Deposit Ins. Corp. v. Attayi, 745 S.W.2d 939, 944 (Tex.App.—Houston [1st Dist.] 1988, no writ).
 To establish a material alteration, the following elements must be shown: (1) the existence of a material alteration to the underlying contract; (2) lack of consent to the alteration; and (3) harm resulting from the alteration. See Austin Hardwoods, Inc. v. Vanden Berghe, 917 S.W.2d 320, 326 (Tex.App.—El Paso 1995, writ denied) (citing Old Colony Ins. Co. v. City of Quitman, 163 Tex. 144, 352 S.W.2d 452, 455 (1961)); Sonne, 881 S.W.2d at 793; Attayi, 745 S.W.2d at 944.",mbe_606
mbe_784,mbe,784,561,1991-July,TORTS,35,,"Electco operates a factory that requires the use of very high voltage electricity. Paul owns property adjacent to the Electco plant where he has attempted to carry on a business that requires the use of sensitive electronic equipment. The effectiveness of Paul's electronic equipment is impaired by electrical interference arising from the high voltage currents used in Electco's plant. Paul has complained to Electco several times, with no result. There is no way that Electco, by taking reasonable precautions, can avoid the interference with Paul's operation that arises from the high voltage currents necessary to Electco's operation. In Paul's action against Electco to recover damages for the economic loss caused to him by the electrical interference, will Paul prevail?","Yes, because Electco's activity is abnormally dangerous.","Yes, for loss suffered by Paul after Electco was made aware of the harm its activity was causing to Paul.","No, unless Electco caused a substantial and unreasonable interference with Paul's business.","No, because Paul's harm was purely economic and did not arise from physical harm to his person or property.",C,"Idaho recognized the tort of interference with a prospective economic advantage in Idaho First National Bank v. Bliss Valley Foods, 121 Idaho 266, 284–85, 824 P.2d 841, 859–60 (1991). In adopting the cause of action, this Court stated that we agreed with the way in which the tort had been discussed by the Washington Supreme Court in Pleas v. City of Seattle, 112 Wash.2d 794, 774 P.2d 1158 (1989) and the Oregon Supreme Court in Top Service Body Shop, Inc. v. Allstate Ins. Co., 283 Or. 201, 582 P.2d 1365 (1978) and adopted the tort as outlined in those cases. Although in Bliss we did not precisely state each element of the tort and instead, focused mainly on the type of wrongful conduct necessary to establish a claim, our reference in Bliss to Barlow v. International Harvester, Co., 95 Idaho 881, 522 P.2d 1102 (1974), a case involving a nearly identical tort, interference with contract, combined with Pleas and Top Service, provides a clear picture of the elements of the tort of intentional interference with a prospective economic advantage.  Those elements are as follows: (1) The existence of a valid economic expectancy; (2) knowledge of the expectancy on the part of the interferer; (3) intentional interference inducing termination of the expectancy; (4) the interference was wrongful by some measure beyond the fact of the interference itself (i.e. that the defendant interfered for an improper purpose or improper means) and (5) resulting damage to the plaintiff whose expectancy has been disrupted. See Bliss, 121 Idaho at 285–86, 824 P.2d at 859–60; Barlow, 95 Idaho at 893, 522 P.2d at 1114; Pleas, 774 P.2d at 1161–63.",mbe_607
mbe_785,mbe,785,562,1991-July,REAL PROP.,36,,"Les leased a barn to his neighbor, Tom, for a term of three years. Tom took possession of the barn and used it for his farming purposes. The lease made Les responsible for structural repairs to the barn, unless they were made necessary by actions of Tom. One year later, Les conveyed the barn and its associated land to Lottie ""subject to the lease to Tom."" Tom paid the next month's rent to Lottie. The next day a portion of an exterior wall of the barn collapsed because of rot in the interior structure of the wall. The wall had appeared to be sound, but a competent engineer, on inspection, would have discovered its condition. Neither Lottie nor Tom had the barn inspected by an engineer. Tom was injured as a result of the collapse of the wall. Les had known that the wall was dangerously weakened by rot and needed immediate repairs, but had not told Tom or Lottie. There is no applicable statute. Tom brought an appropriate action against Les to recover damages for the injuries he sustained. Lottie was not a party. Which of the following is the most appropriate comment concerning the outcome of this action?","Tom should lose, because Lottie assumed all of Les's obligations by reason of Tom's attornment to her.","Tom should recover, because there is privity between lessor and lessee and it cannot be broken unilaterally.","Tom should recover, because Les knew of the danger but did not warn Tom.","Tom should lose, because he failed to inspect the barn.",C,"Attornment is “[t]he agreement of a person to recognize a third party as a permissible successor party to a contract; most often, the agreement of a tenant to pay rent to a new landlord, especially a mortgagee who has foreclosed.” Black's Law Dictionary (6th Ed.1990).",mbe_608
